stylist_id,provider_name,country,city,area_name,postcode_outward,location_raw,service_name_raw,category_name_raw,price_minor,currency,booking_url,fallback_booking_url,snapshot_fetched_at,external_service_id,data_source
a14adfe0-cb36-4c6e-a9d4-8b0c23eabb83,mayasbraiding,England,London,Norwood Junction,SE25,"London, Norwood Junction",Large knotless,Knotless braids ,8000,GBP,https://mayasbraiding.as.me/,,2026-01-15T12:10:44.378526+00:00,1,service_facts
a14adfe0-cb36-4c6e-a9d4-8b0c23eabb83,mayasbraiding,England,London,Norwood Junction,SE25,"London, Norwood Junction",Medium knotless,Knotless braids ,10000,GBP,https://mayasbraiding.as.me/,,2026-01-15T12:10:44.378526+00:00,2,service_facts
a14adfe0-cb36-4c6e-a9d4-8b0c23eabb83,mayasbraiding,England,London,Norwood Junction,SE25,"London, Norwood Junction",Straight back Fulani braids,Knotless braids ,10000,GBP,https://mayasbraiding.as.me/,,2026-01-15T12:10:44.378526+00:00,3,service_facts
a14adfe0-cb36-4c6e-a9d4-8b0c23eabb83,mayasbraiding,England,London,Norwood Junction,SE25,"London, Norwood Junction",Short  regular knotless,Knotless braids ,8500,GBP,https://mayasbraiding.as.me/,,2026-01-15T12:10:44.378526+00:00,4,service_facts
a14adfe0-cb36-4c6e-a9d4-8b0c23eabb83,mayasbraiding,England,London,Norwood Junction,SE25,"London, Norwood Junction",Freestyle Fulani braids ,Knotless braids ,11500,GBP,https://mayasbraiding.as.me/,,2026-01-15T12:10:44.378526+00:00,5,service_facts
53f8532a-e750-448f-8201-15857b73191b,DELETE,England,London,N5,,"London, N5",Knotless Bob Braids,Knotless Braids,22000,GBP,https://afrosisldn.as.me/,,2026-01-15T12:34:56.331543+00:00,0,service_facts
53f8532a-e750-448f-8201-15857b73191b,DELETE,England,London,N5,,"London, N5",Knotless Braids -Medium,Knotless Braids,25000,GBP,https://afrosisldn.as.me/,,2026-01-15T12:34:56.331543+00:00,1,service_facts
53f8532a-e750-448f-8201-15857b73191b,DELETE,England,London,N5,,"London, N5",Knotless Braids - S/Medium,Knotless Braids,27000,GBP,https://afrosisldn.as.me/,,2026-01-15T12:34:56.331543+00:00,2,service_facts
53f8532a-e750-448f-8201-15857b73191b,DELETE,England,London,N5,,"London, N5",Knotless Braids - Small,Knotless Braids,33000,GBP,https://afrosisldn.as.me/,,2026-01-15T12:34:56.331543+00:00,3,service_facts
53f8532a-e750-448f-8201-15857b73191b,DELETE,England,London,N5,,"London, N5",Knotless Braids - Large,Knotless Braids,20000,GBP,https://afrosisldn.as.me/,,2026-01-15T12:34:56.331543+00:00,4,service_facts
7fae9f2e-f70e-4e06-a55c-79750d9ee4f4,PGLoungeUK,England,North London,,N17,"North London, N17",Small knotless braids,Knotless Braids,19000,GBP,https://app.acuityscheduling.com/schedule.php?owner=19517229,,2026-01-15T12:15:13.530048+00:00,0,service_facts
7fae9f2e-f70e-4e06-a55c-79750d9ee4f4,PGLoungeUK,England,North London,,N17,"North London, N17",Medium knotless braids,Knotless Braids,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=19517229,,2026-01-15T12:15:13.530048+00:00,1,service_facts
7fae9f2e-f70e-4e06-a55c-79750d9ee4f4,PGLoungeUK,England,North London,,N17,"North London, N17",Large knotless braids,Knotless Braids,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=19517229,,2026-01-15T12:15:13.530048+00:00,2,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8",Medium Knotless Refresh,Braids/ Wigs Refresh,4000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,1,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8",Small/Medium Knotless Refresh,Braids/ Wigs Refresh,5000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,2,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8",Medium Knotless,Kids Age 5-12 ,7000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,4,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8",Large Knotless,Kids Age 5-12 ,5500,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,5,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Medium Knotless, Mid Back",Knotless Braids,10000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,0,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Small/medium Knotless, Mid Back",Knotless Braids,12000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,3,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Large Knotless, Mid Back",Knotless Braids,7000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,6,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Large Knotless, Waist Length",Knotless Braids,8000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,7,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Large knotless, Bum Length",Knotless Braids,9000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,8,service_facts
79a3d590-da58-4c7f-824e-8c249c41f889,RiyahhLovesHaiir,England,London,HA8,,"North West London, HA8","Small Knotless, Mid Back",Knotless Braids,16000,GBP,https://riyahhloveshaiir.as.me/,,2026-01-15T12:12:43.07892+00:00,9,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Child knotless braids,Kids Hairstyles ,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,7,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Child Goddess Knotless Braids,Kids Hairstyles ,8000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,8,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Extra Large - Knotless Braids,Knotless Braids ,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,0,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Large Knotless Braids,Knotless Braids ,11000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,1,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Small Knotless Braids,Knotless Braids ,19000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,3,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Goddess Knotless Braids,Knotless Braids ,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,4,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Coi Leray Braids,Knotless Braids ,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,5,service_facts
35c2daf8-6205-4156-b176-8c289a8f28c2,Lisya Styles,England,London,,,West London,Jumbo Twist,Knotless Braids ,9000,GBP,https://app.acuityscheduling.com/schedule.php?owner=21594138,,2026-01-15T12:49:22.485402+00:00,6,service_facts
3e989887-3518-474c-91a4-1b1268be099e,London Tayy,England,London,,,London,Tribals (6 feedins /large knotless box braids,Feed in Braids ,19000,GBP,https://thelondontayyscheduling.as.me/?appointmentType=category:Box%20Braids%20,,2026-01-15T12:35:21.038832+00:00,14,service_facts
09dbbc34-33e7-4f32-9ed3-70ccd649e9fa,Adeline Tanga,England,Birmingham,,B7,East London,knotless braids (small medium),,19000,GBP,https://beautybythebankz1.as.me,,2026-01-15T12:17:13.353947+00:00,2,service_facts
09dbbc34-33e7-4f32-9ed3-70ccd649e9fa,Adeline Tanga,England,Birmingham,,B7,East London,knotless braids (medium),Braids,10000,GBP,https://beautybythebankz1.as.me,,2026-01-15T12:17:13.353947+00:00,3,service_facts
09dbbc34-33e7-4f32-9ed3-70ccd649e9fa,Adeline Tanga,England,Birmingham,,B7,East London,Large knotless braids,Braids,8500,GBP,https://beautybythebankz1.as.me,,2026-01-15T12:17:13.353947+00:00,4,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Xtra small Knotless braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,27000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,0,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Small Knotless,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,1,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Smedium knotless braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,2,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Medium Knotless,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,3,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Jumbo Knotless,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,4,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Extra small Fulani (Tribal versatile style),1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,5,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Small Fulani braids ( STITCH CAINROWS AT THE FRONT KNOTLESS BRAIDS AT THE BACK ) ,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,6,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Medium Fulani (STITCH CAINROWS AT THE FRONT KNOTLESS BRAIDS AT THE BACK) ,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,7,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Small Lemonade Braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,8,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Medium Lemonade Braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,9,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Small Ponytail Braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,10,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Medium Ponytail Braids,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,11,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Xtra Small Feed-ins Stitch Cainrows,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,27000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,12,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Small Feed-ins Stich Cainrows,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,13,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Medium Feed-ins Stitch 6-10 Cainrows,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,10000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,14,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Feed-ins Stitch 4 Cainrows,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,15,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Feed-ins Stitch 2 Cainrows,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,6000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,16,service_facts
8c1978ae-ea7e-4105-a9c0-1f7125f35356,Frema's Hair Lounge,Unknown,Maidstone,ME14,,"Maidstone, ME14",Crochet soft locs,1. BRAIDS- KNOTLESS| PONYTAIL| LEMONADE| FEED-INS,17000,GBP,https://app.acuityscheduling.com/schedule.php?owner=18333996,,2026-01-15T12:19:07.990692+00:00,17,service_facts
67f4f5b6-7056-46bd-8433-4870ae184d67,HAIRBYNYEMA,Unknown,Bristol,BS13,,"Bristol, BS13",Large Knotless Braids,Knotless braids ,6000,GBP,https://hairbynyema.as.me/,,2026-01-15T12:19:31.100422+00:00,0,service_facts
67f4f5b6-7056-46bd-8433-4870ae184d67,HAIRBYNYEMA,Unknown,Bristol,BS13,,"Bristol, BS13",Medium Knotless Braids,Knotless braids ,8500,GBP,https://hairbynyema.as.me/,,2026-01-15T12:19:31.100422+00:00,1,service_facts
67f4f5b6-7056-46bd-8433-4870ae184d67,HAIRBYNYEMA,Unknown,Bristol,BS13,,"Bristol, BS13",Small Knotless Braids,Knotless braids ,10500,GBP,https://hairbynyema.as.me/,,2026-01-15T12:19:31.100422+00:00,2,service_facts
67f4f5b6-7056-46bd-8433-4870ae184d67,HAIRBYNYEMA,Unknown,Bristol,BS13,,"Bristol, BS13",Shmedium Knotless Braids ,Knotless braids ,9500,GBP,https://hairbynyema.as.me/,,2026-01-15T12:19:31.100422+00:00,3,service_facts
67f4f5b6-7056-46bd-8433-4870ae184d67,HAIRBYNYEMA,Unknown,Bristol,BS13,,"Bristol, BS13",Extra Small Knotless Braids,Knotless braids ,15000,GBP,https://hairbynyema.as.me/,,2026-01-15T12:19:31.100422+00:00,4,service_facts
ba1b54d7-ae30-4943-823c-45f23beaebf9,CiaraLourSeason,England,London,,E16,East London,Knotless braids ,KIDS STYLES,10000,GBP,https://ciaralourseason.as.me/,,2026-01-15T12:22:34.548667+00:00,4,service_facts
ba1b54d7-ae30-4943-823c-45f23beaebf9,CiaraLourSeason,England,London,,E16,East London,Knotless Braids,KNOTLESS BRAIDS,11000,GBP,https://ciaralourseason.as.me/,,2026-01-15T12:22:34.548667+00:00,0,service_facts
ba1b54d7-ae30-4943-823c-45f23beaebf9,CiaraLourSeason,England,London,,E16,East London,Fulani braids,KNOTLESS BRAIDS,13000,GBP,https://ciaralourseason.as.me/,,2026-01-15T12:22:34.548667+00:00,1,service_facts
ba1b54d7-ae30-4943-823c-45f23beaebf9,CiaraLourSeason,England,London,,E16,East London,Passion twists-Medium,KNOTLESS BRAIDS,13000,GBP,https://ciaralourseason.as.me/,,2026-01-15T12:22:34.548667+00:00,2,service_facts
b9839a13-f75c-4851-820b-e4381490008a,StyledByQuin,England,London,West london ,,"West London, West london ",Knotless Braids,Women’s Styles,9000,GBP,https://styledbyquinhair.as.me/,,2026-01-15T12:24:59.610333+00:00,0,service_facts
46f720fb-31bb-49e7-a5f3-f9f5805d0f99,Thekabitouch,,London,,HA8,"North West London, HA8",Medium Knotless,Knotless braids,12000,GBP,https://thekabitouch.as.me/,,2026-01-15T12:40:03.925477+00:00,0,service_facts
46f720fb-31bb-49e7-a5f3-f9f5805d0f99,Thekabitouch,,London,,HA8,"North West London, HA8",Large Knotless,Knotless braids,9000,GBP,https://thekabitouch.as.me/,,2026-01-15T12:40:03.925477+00:00,1,service_facts
46f720fb-31bb-49e7-a5f3-f9f5805d0f99,Thekabitouch,,London,,HA8,"North West London, HA8",Small Knotless braids,Knotless braids,14000,GBP,https://thekabitouch.as.me/,,2026-01-15T12:40:03.925477+00:00,2,service_facts
968d1b0f-af79-4fcc-91ab-94e34c876fc5,The LV Lounge,England,London,,,"London, Hackney",Medium Knotless Braids,KNOTLESS BRAIDS,10000,GBP,https://thelvlounge.as.me,,2026-01-15T12:40:22.524982+00:00,0,service_facts
968d1b0f-af79-4fcc-91ab-94e34c876fc5,The LV Lounge,England,London,,,"London, Hackney",Jumbo Knotless Braids (Coi Leray Braids),KNOTLESS BRAIDS,6500,GBP,https://thelvlounge.as.me,,2026-01-15T12:40:22.524982+00:00,1,service_facts
968d1b0f-af79-4fcc-91ab-94e34c876fc5,The LV Lounge,England,London,,,"London, Hackney",Small Knotless Braids,KNOTLESS BRAIDS,15000,GBP,https://thelvlounge.as.me,,2026-01-15T12:40:22.524982+00:00,2,service_facts
968d1b0f-af79-4fcc-91ab-94e34c876fc5,The LV Lounge,England,London,,,"London, Hackney",Large Knotless Braids,KNOTLESS BRAIDS,9000,GBP,https://thelvlounge.as.me,,2026-01-15T12:40:22.524982+00:00,3,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,GYPSY KNOTLESS BRAIDS (USING HUMAN HAIR CURLS AT THE END),BOHO/GODDESS BRAIDS,18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,2,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,"Small size Knotless braids waistlenght(8rowscrown,5rows Nape)",KNOTLESS BRAIDS ,18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,0,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,"Medium Knotless Braids Waistlenght(3 rows Nape,5 rows Crown)",KNOTLESS BRAIDS ,14500,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,1,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,Small  Knotless braids with curls(Bra Lenght),KNOTLESS BRAIDS ,15000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,3,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,Extra smalll knotless braids(9_10 rows crown Nape 6rows),KNOTLESS BRAIDS ,25000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,4,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,Bone straight knotless braids(Regular Small size),KNOTLESS BRAIDS ,18000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,5,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,Xxs Bonestraight knotless braids,KNOTLESS BRAIDS ,30000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,6,service_facts
21f6449f-8d76-43d2-93a5-dda82c4ee4d1,Braids by Dam Chriss,England,Manchester,Cheetham Hill,,Manchester,Bra lenght medium Knotless braids,SHORT BRAIDS,12000,GBP,https://app.acuityscheduling.com/schedule.php?owner=27883154,,2026-01-15T12:41:30.922112+00:00,7,service_facts
bc27f0ac-ca2a-49bd-90fa-d38a328daf68,Braids by peace beauty,Unknown,Leeds,Holbeck,,"Leeds, Holbeck",Large Knotless braids,KNOTLESS BRAIDS ,7000,GBP,https://app.acuityscheduling.com/schedule.php?owner=36214710,,2026-01-27T19:30:57.978478+00:00,0,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Small Bohemian Knotless Braids - Midback,Bohemian Braids,9500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,0,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Small Bohemian Knotless Braids - Waist Length,Bohemian Braids,10500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,1,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Bohemian Knotless Braids - Midback,Bohemian Braids,11500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,2,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Bohemian Knotless Braids - Waist Length,Bohemian Braids,12500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,3,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Medium Bohemian Knotless Braids - Hip Length,Bohemian Braids,13500,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,4,service_facts
fe3120d4-5a41-4945-86cc-4d04f5d245c8,Lesleyhairstylist,England,London,,,East London,Small Goddess Knotless Braids - Armpit  Length,Goddess Knotless Braids,13000,GBP,https://app.acuityscheduling.com/schedule.php?owner=14996228,,2026-01-15T12:43:01.697435+00:00,5,service_facts
